Publisher,Instagram ID,URL,Type,comment
ABC News Politics,abcnews,https://instagram.com/p/BK3CwIohg-c/,photo,Catherine Duchess of Cambridge and Prince William Duke of Cambridge visit the Great Bear Rainforest in Bella Bella Canada. PHOTO: Sam Hussein / Getty Images. #Royals #RoyalFamily #PrinceWilliam #DuchessCatherine #Canada
ABC News Politics,abcnews,https://instagram.com/p/BK187WNhOim/,video,The Presidential Debate ends on a handshake between Hillary Clinton and Donald Trump. #Debates
ABC News Politics,abcnews,https://instagram.com/p/BK15huIBVkb/,photo,Donald Trump speaks during the Presidential Debate. PHOTO: Patrick Semansky / AP Photo #Debates #Debate #trump #presidentialdebate #politics
ABC News Politics,abcnews,https://instagram.com/p/BK14VF8hBjH/,photo,Former U.S. President Bill Clinton talks with his daughter Chelsea prior to the first presidential debate. PHOTO: Carlos Barria / Reuters #Debates #Debate #clinton #politics #president #presidentialdebate
ABC News Politics,abcnews,https://instagram.com/p/BK10vR3hqj2/,photo,Republican nominee Donald Trump looks on during the #PresidentialDebate. PHOTO: Jewel Samad / AFP / Getty Images #Debates #Debate #trump #clinton #republican #politics
ABC News Politics,abcnews,https://instagram.com/p/BK10liYB_1W/,photo,Hillary Clinton speaks during the #PresidentialDebate. PHOTO: Drew Angerer / Getty Images #Debates #Debate #clinton #trump
ABC News Politics,abcnews,https://instagram.com/p/BK1zj1NhB-y/,photo,Hillary Clinton shakes hands with Donald Trump before the #PresidentialDebate. PHOTO: Joe Raedle / Getty Images #Debates #Debate #clinton #trump
ABC News Politics,abcnews,https://instagram.com/p/BK1yleuBmqS/,photo,Melania Trump shakes hands with Bill Clinton before the Presidential Debate. PHOTO: Drew Angerer / Getty Images #trump #clinton #Debates #Debate #presidentialdebate
ABC News Politics,abcnews,https://instagram.com/p/BK1ybLZB-9S/,video,Presidential nominees Hillary Clinton and Donald Trump shake hands to begin the debate. #Debates #Debate #president #presidentialdebate #clinton #trump
ABC News Politics,abcnews,https://instagram.com/p/BK1q3OvBLbe/,photo,Miami Marlins players wearing No. 16 tonight in honor of Jose Fernandez: Teammate Dee Gordon circled the bases slowly after homering in the Marlins’ first at-bat since Fernandez’s death and was crying when he reached home plate. He tapped his chest and waved toward the sky and then sobbed as teammates hugged him in the dugout. CREDIT: AP/Lynne Sladky #JoseFernandez #JDF16 #RIP #marlins
ABC News Politics,abcnews,https://instagram.com/p/BK1Jy4yBcF1/,video,TONIGHT: Hillary Clinton and Donald Trump take the debate stage. We'll have live comprehensive coverage on ABC TV and across digital. #debates #debate #presidentialdebate #trump #clinton #politics #president
ABC News Politics,abcnews,https://instagram.com/p/BK0wf96jAZ3/,photo,Surf dog Skyler who is a Red Australian Shepherd surfs a large wave during the 8th annual Surf City Surf Dog event at Huntington Beach California Sept. 25 2016. CREDIT: Mark Ralston/AFP/Getty Images SEE MORE at ABCNews.com/photos #abcnews #photos #dog #California #SurfIng #surf #waves #besch
ABC News Politics,abcnews,https://instagram.com/p/BKzSMHfjwVH/,photo,"1962 photo shows golf legend Arnold Palmer lifting an iron shot from No. 5 fairway in the final round of the Texas Open in San Antonio. Palmer who made golf popular for the masses with his hard-charging style incomparable charisma and a personal touch that made him known throughout the golf world as ""The King "" died Sunday Sept. 25 2016 in Pittsburgh. He was 87. CREDIT: AP Photo/Ted Powers #ArnoldPalmer #RIP"
ABC News Politics,abcnews,https://instagram.com/p/BKzNXh_jrDy/,photo,JUST IN: Arnold Palmer one of the greatest and most popular players in the history of golf has died according to the U.S. Golf Association. He was 87. #arnoldpalmer #RIP
ABC News Politics,abcnews,https://instagram.com/p/BKyyHPoDzwS/,photo,Major League Baseball teams across the country held a moment of silence today for Miami Marlins pitcher Jose Fernandez one of three men killed in a boating accident early this morning near Miami Beach. CREDIT: AP Photo/Seth Wenig #josefernandez #mlb
ABC News Politics,abcnews,https://instagram.com/p/BKwFZJ6DAzG/,photo,Former President George W. Bush receives a hug from First Lady @michelleobama at the dedication ceremony for Smithsonian's National Museum of African American History and Culture. #MichelleObama #FLOTUS #GeorgeWBush #president #Smithsonian (Photo: Pablo Martinez Monsivais/AP Photo)
ABC News Politics,abcnews,https://instagram.com/p/BKtcCOpD68i/,photo,"Fitness trainer Deanna Jefferson and her fiancé James ""JR"" Robinson work out in epic engagement photo shoot. ""We had to do [the pose] 10 times so we could get different angles. It was an intense photo shoot."" (Photo: Talia Hawley) #engagement #photoshoot #nike #fitness #engaged"
ABC News Politics,abcnews,https://instagram.com/p/BKs3WwQDVkH/,video,Stunning video shows deer skipping across a beach in the south of England. (YouTube / David Mott)
ABC News Politics,abcnews,https://instagram.com/p/BKsBkrPDyzL/,photo,Three rare four-day-old white baby #lions are pictured at the private Zoo Safari in #Borysew #Poland Thursday Sept. 22 2016. The fourth #cub born Sunday Sept. 18 2016 by the five-year-old Azira cannot be seen in the photo. The caretakers don't want to disturb the family and have not yet checked how many males and females were born. CREDIT: AP Photo/Czarek Sokolowski #whitelion #whitelions #babylions #babyanimals #zooanimals
ABC News Politics,abcnews,https://instagram.com/p/BKrUwk3DuG9/,video,"In his first public reaction to the violent protests in #Charlotte #NorthCarolina during an exclusive interview with ABC News' @GoodMorningAmerica Pres. Obama calls for protesters to seek out peaceful means to address concerns of racial inequalities in the American policing system.

FRIDAY on Good Morning America: more of Robin Roberts' exclusive interview with Pres. Obama and First Lady Michelle Obama."
ABC News Politics,abcnews,https://instagram.com/p/BKq2HLSDI0O/,video,Comedian Mel Brooks might just be the only person who could get away with doing this to President Obama and get a laugh out of him.
ABC News Politics,abcnews,https://instagram.com/p/BKqZDZDDA2f/,photo,People ride a swing in front of the St. Paul's church at the 183rd Oktoberfest beer festival in Munich Germany Sept. 20 2016. Matthias Schrader / AP Photo.
ABC News Politics,abcnews,https://instagram.com/p/BKpKz7QjgVA/,photo,A prayer vigil in honor of Keith Lamont Scott turned into a second night of violent protest Wednesday in #Charlotte #NorthCarolina as riot gear-wearing police fired small canisters of tear gas at bottle-throwing demonstrators. One of the protesters was also in critical condition on life support after being shot by another civilian according to the city. CREDIT: NICHOLAS KAMM/AFP/Getty Images #keithlamontscott
ABC News Politics,abcnews,https://instagram.com/p/BKoyePYDXuw/,video,"Fidencio Sanchez the 89-year-old #Chicago popsicle vendor whose moving story inspired the most successful #GoFundMe campaign ever in Illinois presented Wednesday with check for $380 000. ""So many have helped me. I feel very happy."" CREDIT: @ABC7CHICAGO #fidenciosanchez #paletasponcho"
ABC News Politics,abcnews,https://instagram.com/p/BKoVu9zj_gj/,video,Smithsonian National Zoo visitors can now see Redd the first male Bornean orangutan born at the Zoo in 25 years.
ABC News Politics,abcnews,https://instagram.com/p/BKnxRMhD-IL/,photo,Stunning photo shows sun rising over the Empire State Building on the last day of summer. #summer #sunrise #sky #sun #NYC #NewYorkCity #NewYork #EmpireStateBuilding (Twitter / maximusupinNYc)
ABC News Politics,abcnews,https://instagram.com/p/BKndECajFYC/,photo,Police line up in front of protesters in Charlotte North Carolina Sept. 21 2016. CREDIT: Adam Rhew/Charlotte Magazine SEE MORE at ABCNews.com/photos #abcnews #photos
ABC News Politics,abcnews,https://instagram.com/p/BKmMKaTDlZ9/,photo,A Kashmiri family rows their Shikara a traditional boat during #sunset on the Dal Lake in #Srinagar Indian controlled #Kashmir Tuesday Sept. 20 2016. Kashmir is divided between #India and #Pakistan but is claimed by both in its entirety. Most people in the Indian-controlled portion favor independence or a merger with Pakistan. A militant uprising and subsequent army crackdown since 1989 have killed more than 68 000 people. CREDIT: AP Photo/Mukhtar Khan
ABC News Politics,abcnews,https://instagram.com/p/BKloyXYjuKI/,photo,Lonely baby koala at the Australia Zoo Wildlife Hospital finds comfort in stuffed toy koala after losing mother to car accident. #koala #babykoala #Australia #AustraliaZoo #zoo #bbayanimal #joey #stuffedanimal (Ben Beaden/Getty Images)
ABC News Politics,abcnews,https://instagram.com/p/BKli-eujiek/,video,Window washers dress up as superheroes to surprise sick kids at Lurie's Children's Hospital of Chicago.
ABC News Politics,abcnews,https://instagram.com/p/BKjp8k8DQ_3/,photo,There goes your friendly neighborhood Spider-Man! Cruz Guzman dressed up as Spider-Man waves to 13-month-old McKai Malooley as he washes windows outside Ann & Robert H. Lurie Children's Hospital Monday Sept. 19 2016 in #Chicago. A window-washing crew dressed up as #superheroes to entertain the young patients at the hospital. CREDIT: AP Photo/Tae-Gyun Kim #spiderman #spidey
ABC News Politics,abcnews,https://instagram.com/p/BKjZiG0Dzu0/,video,"Citizens thank New York's Finest with New York's ""official"" food - pizza - in the aftermath of explosions."
ABC News Politics,abcnews,https://instagram.com/p/BKi_qv0DNhI/,video,Ahmad Rahami wanted in connection with NY and NJ bombings taken into custody following a shootout with police in NJ. He was found sleeping in the hallway of a bar. # AhmadRahami #Linden #NewJersey #NJ #NYBombing
ABC News Politics,abcnews,https://instagram.com/p/BKiqlKYDjlc/,video,Children document life in world's largest Syrian refugee camp in Jordan through photos. Go to ABCNews.com to see more.
ABC News Politics,abcnews,https://instagram.com/p/BKida7MD-8t/,photo,FBI issues poster for 28-year-old Ahmad Rahami of Elizabeth NJ sought in connection with the NYC bombing. #NYC #NJ #Elizabeth #FBI
ABC News Politics,abcnews,https://instagram.com/p/BKg-dNyDakr/,photo,A waning full moon rises behind a statue of a Kansa Indian on top of the #Kansas Statehouse Saturday night Sept. 17 2016 in #Topeka Kan. CREDIT: AP Photo/Charlie Riedel #waningfullmoon
CNN Politics,cnnpolitics,https://instagram.com/p/BK3HC7XB8cy/,photo,"Donald Trump shakes hands with debate moderator Lester Holt and Hillary Clinton waves to the audience following the first presidential debate.
Did you watch Monday night's face-off?
📲 cnn.it/politicsinsta to catch the highlights in 2️⃣ minutes.
📷 @davidhumekennerly for CNN
#debate #debate2016 #debatenight #hillaryclinton #donaldtrump #news #politics #cnn"
CNN Politics,cnnpolitics,https://instagram.com/p/BK2UAkXBz-z/,photo,"#HillaryClinton and #DonaldTrump make it through their first presidential debate.
Here are six takeaways from this major event: 📲cnn.it/politicsinsta
📷 Paul J. Richards/AFP/Getty Images"
CNN Politics,cnnpolitics,https://instagram.com/p/BK1TkBsh8h5/,photo,"President Barack Obama wears a blanket and hat gifted to him during the White House Tribal Nations Conference in Washington on Monday. 📷CNN
#BarackObama #news #cnn #TribalNation"
CNN Politics,cnnpolitics,https://instagram.com/p/BK1AZfhB4fT/,video,"Tonight CNN will air the first presidential debate in its entirety on CNN.com and on its networks. CNN Politics will host a live blog offering instant analysis and reaction as the debate unfolds at the top of the screen.
Tune in 📲 CNNPolitics.com
#debates2016 #debates #politics #news #hillaryclinton #donaldtrump #cnn"
CNN Politics,cnnpolitics,https://instagram.com/p/BK0j6y1hum1/,photo,"5️⃣6️⃣ years ago today Richard Nixon and John F. Kennedy faced off in the first televised presidential debate in US history which took place on September 26 1960.
Tonight Hillary Clinton and Donald Trump are poised to square off in a historic debate battle.
For more 📲 cnn.it/politicsinsta
📷 Getty/Pictoral Parade
#onthisday #debate #debates #election2016 #debate2016 #history #cnn"
CNN Politics,cnnpolitics,https://instagram.com/p/BKwYHAFhbRL/,photo,"President Obama first lady Michelle Obama former president George W. Bush and former first lady Laura Bush participate in the dedication of the National Museum of African American History and Culture.
📲cnn.it/politicsinsta 📷Astrid Riecken/Getty Images
#barackobama #georgewbush #michelleobama #news #nmaahc #cnn"
CNN Politics,cnnpolitics,https://instagram.com/p/BKoIUOThJ7E/,photo,"Republican and Democratic leaders from the Senate and the House drive nails into a piece of lumber at the ""First Nail Ceremony."" 🔨
It's the official launch of the construction to build the inaugural platform where the next president will take the oath of office on January 20 2017.
📷 Win McNamee/Getty
#inauguration #2017 #potus #capitolhill #cnn #washingtondc #news #politics"
CNN Politics,cnnpolitics,https://instagram.com/p/BKlhM7cBGds/,photo,"Hillary Clinton ""wants to shut down the coal industry ... That's gonna put me out of a job "" says Ryan Barnette 34 of Welch West Virginia. ""Wouldn't be smart to vote for somebody who's gonna put you out of a job.""
CNN explores the ""forgotten tribe"" in rural West Virginia where America's white working class feels left behind.
📲 cnn.it/politicsinsta
#WestVirginia #cnn #election2016 #election #politics"
CNN Politics,cnnpolitics,https://instagram.com/p/BKi_wAPhHwD/,photo,"#Repost via @newseum
・・・
You can always find @wolfblitzer in our @cnnpolitics exhibit — but this Monday Sept. 19 he will be here in person for a special program to discuss #Campaign2016 and the days leading up to #ElectionDay! #LikeShareElect #CNN #Newseum"
CNN Politics,cnnpolitics,https://instagram.com/p/BKgfqDkBIMS/,photo,"Secretary of State John Kerry introduces Leonardo DiCaprio during the Our Ocean Conference.
Take a look at the best photos from the week in politics: 📲 cnn.it/politicsinsta
📷 Chip Somodevilla/Getty Images
#cnn #politics #News #Photography"
Occupy Democrats,occupydemocrats,https://instagram.com/p/BK2RglVDZOY/,photo,True story
Occupy Democrats,occupydemocrats,https://instagram.com/p/BK2PjXUjw6e/,photo,LOL yep... Special thanks to Andy Borowitz
Occupy Democrats,occupydemocrats,https://instagram.com/p/BK2OVjAD150/,photo,LOL
Occupy Democrats,occupydemocrats,https://instagram.com/p/BK2N-1dDlMB/,photo,LOL!
Occupy Democrats,occupydemocrats,https://instagram.com/p/BK2D34-jGib/,photo,Poor Trump! LOL
Occupy Democrats,occupydemocrats,https://instagram.com/p/BK16q7iD2tb/,photo,True story.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BK15zrsDUVJ/,photo,True story.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BK13JUjDxni/,photo,ZING!
Occupy Democrats,occupydemocrats,https://instagram.com/p/BK10TTuDvty/,photo,Please!
Occupy Democrats,occupydemocrats,https://instagram.com/p/BK1PcxLji6e/,photo,America don't send in the clown!
Occupy Democrats,occupydemocrats,https://instagram.com/p/BK1AzeGjQfU/,photo,It's actually terrifyingly sad.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKwjUifDp_l/,photo,Why is he so afraid of facts?
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKwfizjjZ1N/,photo,Will we ever undo the damage he's done?
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKwaLjQjOHE/,photo,LOL! No wonder he asked the moderator not to fact-check him...
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKuH5lSDwgj/,photo,Hear hear!
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKuA7ABDFyq/,photo,The difference is like night and day.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKtwJu-Dnkl/,photo,"Hear that Fox ""News?"""
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKta6Qvjuia/,photo,The hypocrisy is truly astounding.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKtVEVmDbRL/,photo,We couldn't agree more.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKoxmJzDeV2/,photo,It's actually terrifying.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKoKveWD99n/,photo,Trump is nowhere near as successful has he claims. He's a fraud and his tax returns would prove it.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKoBQkxjfrt/,photo,Trump and his supporters need a lesson in American history.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKmjS2VDnFV/,photo,Exactly.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKmIbqXjmnT/,photo,U2's Bono couldn't be more right.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKl9QJtjClg/,photo,Truth.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKl3NqQD-UE/,photo,The difference between Democrats and Republicans in a nutshell.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKln43HDGom/,photo,This one perfectly sums up America's hypocritical and glaring double standard.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKlicsIDR-m/,photo,See the difference?
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKkMHVljNp3/,photo,This says it all!
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKkC4-AjuXK/,photo,What a jerk.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKg3ew1DaSV/,photo,The hypocrisy is astounding.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKghW3NDYWG/,photo,Thank u.
Occupy Democrats,occupydemocrats,https://instagram.com/p/BKgg6vXDp7s/,photo,Neither can we.
Politico,politico,https://instagram.com/p/BK2AuojA4_s/,photo,"@realdonaldtrump and @hillaryclinton stand together at the first presidential debate at Hofstra University on Sept. 26 in Hempstead #NewYork. | AP Photo
"
Politico,politico,https://instagram.com/p/BK1WBHkgNj3/,photo,President @barackobama wears a blanket and hat given to him by Brian Cladoosby left the President of the National Congress of American Indians during the 2016 White House Tribal Nations Conference on Set. 26 at the Mellon Auditorium in Washington. | 📷: AP Photo
Politico,politico,https://instagram.com/p/BK1Ti-3gD1p/,photo,The latest from POLITICO cartoonist Matt Wuerker #politics #2016election #election2016 #donaldtrump #hillaryclinton #debatenight #debates #debates2016
Politico,politico,https://instagram.com/p/BKqo9Elg-kH/,photo,President @barackobama jokes with Mel Brooks as he awards the actor and comedian with the 2015 National Medal of Arts during a ceremony in the East Room of the White House in Sept. 22 2016. | 📷: AP Photo
Politico,politico,https://instagram.com/p/BKoD49KA-Vw/,photo,"Playbook authors Jake Sherman and Anna Palmer stand in front of the #PlaybookEats 🚚 truck on Sept 21 on Capitol Hill. Want free breakfast and ☕️? Join Jake and Anna tomorrow at 2nd St. and D St. NE and Friday in front of 1700 K St. NW between 7 and 10 a.m.
"
Politico,politico,https://instagram.com/p/BKnh_smAk10/,photo,🍳 Yum — the #Playbook authors are at Capitol South Metro with the #PlaybookEats food truck serving breakfast sandwiches and ☕️ until 10 a.m. #capitolhill #politics #food #breakfast
Politico,politico,https://instagram.com/p/BKndadcgcbo/,photo,Playbook authors Anna Palmer Jake Sherman and Daniel Lippman are outside Capitol South Metro with free 🍳 sandwiches and ☕️ until 10 a.m. Stop by!
Right Wing News,rightwingeagle,https://instagram.com/p/BK1_lYwDqDw/,video,🇺🇸 Donald Trump did very well. He was assertive and articulate. Donald showed great restraint and he proved that he is presidential. When it comes to the issues there is no question that Donald Trump won the debate!
Right Wing News,rightwingeagle,https://instagram.com/p/BK1uXgUj5cl/,photo,🇺🇸 The first presidential debate between Donald Trump and crooked Hillary is about to kick off in 25 minutes. #trump2016 #debate #merica #president
Right Wing News,rightwingeagle,https://instagram.com/p/BKydzYTDXyh/,video,Robert Downey Jr supports Hillary Clinton because he will not be affected by her disastrous policies. While the American people have suffered under Obama the Hollywood elite have been living lavishly. They just don't get it. It is time for us the American people to take our country back. - #trump2016 #trumptrain #americafirst
Right Wing News,rightwingeagle,https://instagram.com/p/BKyMchjDJQ9/,video,Gennifer Flowers a former mistress to Bill Clinton may be attending the first debate.
Right Wing News,rightwingeagle,https://instagram.com/p/BKwlRwjjIik/,video,😂 Fake Hillary requested a block to stand on during the debates. @hillaryclinton Insecure much?
Right Wing News,rightwingeagle,https://instagram.com/p/BKwaUBjjqaH/,video,😂 Fake Hillary is no match for Donald Trump. 👌🏻
Right Wing News,rightwingeagle,https://instagram.com/p/BKo-BYBj-hp/,video,If she was actually dehydrated and hot than they would have taken off her pantsuit jacket and given her water. She lied directly to us about why she passed out just like she lied about having pneumonia. The last thing we need is to have a dishonest little old lady running our country.
Right Wing News,rightwingeagle,https://instagram.com/p/BKooulujW3a/,photo,If she wins then every American life is in danger.
Right Wing News,rightwingeagle,https://instagram.com/p/BKmMFNBDTA1/,photo,"Thank you to my VIP followers! With 48 days till the election it is so important that we kick our campaigning into high gear!
-
🇺🇸 Donald Trump may be our last chance to take back our country. If crooked Hillary wins than she will sell out our country for personal favors. Politicians only care about themselves they will never put us first. Donald is the first candidate in the history of our country to donate tens of millions of dollars to his own campaign. The more that people learn about Donald the more they will like him. Trump's poll numbers are continuing to rise! Lets ride this momentum all the way to The White House! I have been saying it since the beginning Trump Will Win! Lets make it happen."
Right Wing News,rightwingeagle,https://instagram.com/p/BKjiGn6jawq/,video,😂 This is a compilation of funny clips from my friend @WorldsGreatestVideos
Right Wing News,rightwingeagle,https://instagram.com/p/BKhUbq9DR8I/,video,"😂 Guy: HILLARY FOR PRISON!!!
Hillary: LETS MAKE IT HAPPEN!!!
-
😂😂😂 Finally Hillary said something that we can agree with. 😂😂😂
-
Follow @trump.will.win"
Right Wing News,rightwingeagle,https://instagram.com/p/BKgvecMjjZI/,photo,"A “deafening’’ explosion rocked Chelsea last night injuring 29 people blowing out scores of windows and forcing the evacuation of at least two buildings.
-
The blast went off in a construction Dumpster outside the Townhouse Inn of Chelsea at 131 W. 23d St.
-
The vast majority of those injured –15 men and 14 women — suffered scrapes and abrasions from flying debris.
-
O’Neill said sidewalk surveillance video leading up to the explosion was under careful review.
-
NYPD officers including members of the Counterterrorism Squad responded throughout the night along with FBI and ATF agents and police helicopters with searchlights.
-
The inn and an adjoining building at 133 W. 23rd Street were evacuated.
-
The Dumpster was consumed in a red fireball and sent up a cloud of smoke two stories high said Deborah Griffith 60 who was dining at a restaurant on the block.
-
Hashtags:
#attacks#ISIS#dumpster#chelsea#newyork#america#bomb#terror#fear#prayforchelsea#killed#innocent#awful#postpone#pray#world#scary#victim#stopISIS#sad#unfair#injured#trump2016#safety#masa#makeamericasafeagain#explosion#trumpforpresident"
The Other 98%,other98,https://instagram.com/p/BKtiXlfh-6f/,photo,Yep
The Other 98%,other98,https://instagram.com/p/BKmD9U5hOlG/,photo,#BlackLivesMatter let's start #treating #people of all #races like #humanbeings instead of #animals #bethechange #staystrong #strongertogether #ourrevolution #share #spreadknowledge #knowledgeispower
The Other 98%,other98,https://instagram.com/p/BKlegb6BBpk/,photo,Enough is enough! #TerenceCruthcher